1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,1,-1,1,-1,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1.0027,0.71961,0.41226,-1.1522,-0.21877,-0.20162,-0.41178,-0.19165,-0.8201,-0.57524,-0.18341,-0.062672,-0.50289,-0.66695,-0.11429,-0.75372,-2.1924,1.1797,2.7278,-0.22689,-0.31294,-0.46873,1.7313,0.52387,-1.2267,1.2894,-1.3096,0.29207,-2.1302,-0.024197,0.80802,1.0083,1.4319,-2.1719,-1.217,0.17604,-0.56711,0.096473,-1.7261,0.62838,-0.36884,0.26207,-1.1228,0.53518,0.18172,-0.52608,0.39483,1.6885,-0.94702,-0.47196,-0.45001,1.6174,-0.62255,-1.0412,-0.036497,0.75715,-0.034517,-1.7664,-0.2199,-0.48743,1.8489,-0.13313,-0.074274,-0.33097,0
-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,-1.2968,-0.060995,-0.91457,-0.10262,0.51637,-0.56739,0.69416,-0.76875,1.0848,-1.2276,0.82119,-1.3277,-0.47375,-0.041612,1.401,0.2796,0.541,1.2645,2.2091,0.86913,-0.07077,-1.3787,0.21038,1.0867,-1.509,0.077477,-0.48287,1.067,0.40537,1.7722,0.95489,-0.61698,0.98608,-0.27352,-0.21657,-1.1218,-0.65592,1.6456,-0.70246,-1.5804,1.0998,-0.72876,-0.96178,-0.31438,-1.2556,-0.71432,-0.56388,-1.0837,-0.36025,0.43584,-0.86767,0.091916,1.7104,-1.0828,0.54858,1.7239,1.3491,-1.3033,-1.3252,-0.5608,-1.4678,0.38623,-1.3605,-0.6281,0
-1,1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,1,-1,-1,1,1,-1.3342,1.0994,-0.61758,1.2041,0.046442,0.44337,0.57027,-0.11548,-0.30922,-1.0989,-1.1003,0.1179,0.32101,-0.22829,1.8946,0.43989,-0.20669,0.14116,-1.0682,-0.038181,0.28884,-0.73341,2.4998,-0.95645,2.374,-0.84337,-0.087949,-0.86361,-1.1249,0.24694,1.2839,0.11537,1.0167,-0.81049,0.19192,-0.18534,-0.3759,-0.24891,0.78971,0.96604,0.69622,0.51565,-2.5352,1.722,1.501,0.95383,1.2726,0.77953,0.49999,-0.10042,-0.83048,1.9702,0.74617,-0.88373,0.27248,-1.1239,-0.37606,0.24019,-1.0293,-1.9219,-0.48549,0.63146,-0.97175,0.12453,0
-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,-1,1,-1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,0.59565,0.092651,0.054429,-0.38818,0.73563,2.1438,0.19017,-0.74175,-1.939,0.98882,-0.077465,1.7992,-0.36492,0.41188,0.51304,-0.34314,0.7936,-0.79679,-0.42788,0.66396,0.98421,0.28593,-1.3678,-0.024639,0.7108,1.3731,0.38134,-2.0316,-0.37372,-1.6544,-1.7412,0.10852,-1.0311,0.63189,-1.0309,-0.40376,-0.028989,-0.56841,1.1067,-1.3219,-1.0633,0.077378,1.0799,1.1484,-1.3001,-0.92398,-1.5528,0.8783,-0.35147,1.0017,0.62588,0.43027,1.0581,1.2773,-0.32595,1.1596,0.94715,0.54824,-1.5896,2.4441,0.64675,0.083325,0.48132,-0.36729,0
1,-1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,1,1,1,-1,1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,1,-0.54773,-1.7162,-0.81743,0.99535,0.77921,2.571,0.43809,0.30766,0.082695,0.21189,0.92488,-0.91631,1.2591,0.44788,-0.65176,-0.61141,0.1604,-2.7172,0.059843,1.0771,0.46633,0.46501,1.7801,1.3946,-0.070675,-1.0056,-2.3237,-0.78167,0.52939,0.14637,-1.2417,-1.4995,-0.036538,-1.9092,0.98895,1.4569,1.1821,-0.063066,0.91259,0.83814,-0.12508,1.2152,0.14466,0.30812,0.59727,-0.27527,0.80705,1.0456,-0.7508,1.0967,-1.1456,-1.1118,0.77805,0.77735,-0.53643,-0.11806,0.23159,0.54817,-1.0186,0.2978,-0.39112,-0.54118,-0.72159,0.44698,0
1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,1,1,1.7707,0.72743,-0.14014,0.46575,-0.97977,0.82972,0.30388,-0.27707,-0.90023,-0.014676,-0.58067,-1.2636,-1.0074,0.28095,-0.77749,0.38121,0.11196,0.0022151,0.35141,-0.10443,1.4765,0.74573,0.56486,0.063453,0.44627,0.88651,0.76395,-0.8719,-0.42658,-0.07447,0.83799,-0.46409,0.15727,1.7039,1.2133,0.80847,-1.5756,1.459,0.06529,1.4156,-1.4986,0.22709,0.30469,-0.57544,1.0236,-1.8215,-0.18617,-0.82617,-3.1305,1.1065,-1.062,1.2635,-0.16408,1.1609,0.8955,-0.84506,-0.82773,-1.1049,1.0295,-2.6816,0.29426,0.30731,0.67665,-0.3386,0
-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,1,1,0.31716,-0.177,-2.5353,1.0449,-1.9303,1.7835,-0.60131,-1.541,-1.8994,-1.9939,-1.335,-1.7734,-0.25961,-1.9065,0.036099,0.87655,0.50108,-0.0084264,0.49317,-1.0681,0.053536,0.57201,0.70808,0.47192,-0.26027,-0.97031,1.5453,0.48764,1.2889,-0.43449,-0.47672,-0.0072909,0.50919,-0.1385,-0.3383,-0.46825,1.0461,-0.26501,0.87021,-0.080468,-1.6199,-0.61943,-0.72652,-0.26389,-0.036258,0.56301,0.84893,-1.0427,0.47562,-1.2967,0.45641,-0.14922,0.46622,-0.09296,-0.68703,0.65419,-1.5102,-0.062419,1.4477,-0.02927,0.84751,-0.42859,-1.6447,-1.3897,0
1,1,1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,-1,1,-1,1,-2.6812,-0.61341,-2.6494,-1.4494,0.74672,0.16142,-0.18103,-1.5777,1.1956,0.68799,0.16001,0.76943,-1.0395,-1.6178,0.78596,-0.083735,0.61988,0.50717,-0.79497,-0.43614,-1.3008,1.5096,0.37321,1.162,-0.25348,0.2672,-1.2494,0.67477,-0.56866,1.4303,-0.25618,2.6603,-1.4393,-0.93123,0.00094205,-0.65156,0.11846,-1.4076,0.83169,0.6045,-1.4202,0.069026,0.6189,-0.46891,-0.074592,1.0364,0.71,0.89116,-0.034233,0.32922,-0.20957,0.85374,0.43641,-1.6668,-0.081647,-0.62784,1.0577,0.79447,0.19055,0.25794,-0.85107,-0.61248,-0.43449,0.050539,0
-1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,-1,-1,1,-1,1,0.068931,0.38339,-0.20907,-1.5029,-0.93801,0.51363,-1.1788,-0.53321,-0.36945,0.90383,1.6225,1.1416,-0.1536,-0.022762,-1.8407,0.12902,-0.20372,0.49622,-0.0045583,0.19252,-0.7772,0.67947,-0.40903,-0.51506,1.4464,0.45248,0.11287,-0.35686,0.83141,-1.0077,0.2731,0.045898,-2.6991,-1.5781,0.75805,-1.2549,-0.52254,2.5064,1.8417,0.76332,1.6311,1.4739,-1.0187,0.34968,-0.60229,0.49901,-0.83934,0.72873,0.34168,1.3164,0.80701,1.1762,1.0316,-1.8365,0.77562,-0.356,-0.12076,-0.42782,0.90012,-0.33186,-0.79021,0.54314,1.3141,-1.1805,0
-1,1,-1,-1,1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,1,0.83435,-1.756,-0.42724,0.56097,-0.16501,-0.19877,0.0016758,-0.053006,-0.34314,-0.63466,2.2203,1.4736,0.89745,0.7706,-0.88506,-0.53472,0.98621,-0.075087,0.28271,1.9881,-0.35364,0.055016,-0.030961,2.3958,-1.1531,0.62059,-0.026642,0.12774,-0.47558,1.7529,1.072,1.0001,-0.098143,0.1337,0.015843,0.46311,-0.31335,0.20475,-0.33368,-0.5781,0.78584,-2.3462,-0.5365,-0.0073379,-0.35763,-0.97618,-1.109,1.098,0.044887,0.77938,1.3787,2.2613,-0.024775,1.9638,1.4221,1.2575,-0.32609,0.92486,-1.2402,-1.1509,-0.77876,0.62055,-0.69317,0.52887,0
